County,City,Model Year,Maker,Model,EV Type,CAFV Eligibility,Electric Range,Electric Utility
Snohomish,Snohomish,2018,CHRYSLER,PACIFICA,PHEV,Eligible,33,PSE INC
Kitsap,Port Orchard,2018,CHRYSLER,PACIFICA,PHEV,Eligible,33,PSE INC
Kitsap,Suquamish,2018,CHRYSLER,PACIFICA,PHEV,Eligible,33,PSE INC
Yakima,Yakima,2018,CHRYSLER,PACIFICA,PHEV,Eligible,33,PACIFICORP
Thurston,Yelm,2018,CHRYSLER,PACIFICA,PHEV,Eligible,33,PSE INC
Thurston,Lacey,2018,CHRYSLER,PACIFICA,PHEV,Eligible,33,PSE INC
Yakima,Wapato,2018,CHRYSLER,PACIFICA,PHEV,Eligible,33,PACIFICORP
Skagit,Bow,2018,CHRYSLER,PACIFICA,PHEV,Eligible,33,PSE INC
Snohomish,Mukilteo,2018,CHRYSLER,PACIFICA,PHEV,Eligible,33,PSE INC
Skagit,Anacortes,2018,CHRYSLER,PACIFICA,PHEV,Eligible,33,PSE INC
Spokane,Spokane Valley,2018,CHRYSLER,PACIFICA,PHEV,Eligible,33,AVISTA CORP
Snohomish,Everett,2018,CHRYSLER,PACIFICA,PHEV,Eligible,33,PSE INC
Whitman,Pullman,2018,CHRYSLER,PACIFICA,PHEV,Eligible,33,AVISTA CORP
Walla Walla,Walla Walla,2018,CHRYSLER,PACIFICA,PHEV,Eligible,33,PACIFICORP
Snohomish,Brier,2018,CHRYSLER,PACIFICA,PHEV,Eligible,33,PSE INC
Snohomish,Monroe,2018,CHRYSLER,PACIFICA,PHEV,Eligible,33,PSE INC
Snohomish,Woodinville,2018,CHRYSLER,PACIFICA,PHEV,Eligible,33,PSE INC
Skagit,Mount Vernon,2018,CHRYSLER,PACIFICA,PHEV,Eligible,33,PSE INC
Spokane,Medical Lake,2018,CHRYSLER,PACIFICA,PHEV,Eligible,33,AVISTA CORP
Skagit,Burlington,2018,CHRYSLER,PACIFICA,PHEV,Eligible,33,PSE INC
Snohomish,Mountlake Terrace,2018,CHRYSLER,PACIFICA,PHEV,Eligible,33,PSE INC
Kittitas,Ellensburg,2018,CHRYSLER,PACIFICA,PHEV,Eligible,33,PSE INC
Snohomish,Edmonds,2018,CHRYSLER,PACIFICA,PHEV,Eligible,33,PSE INC
Thurston,Tumwater,2018,CHRYSLER,PACIFICA,PHEV,Eligible,33,PSE INC
Spokane,Spokane,2018,CHRYSLER,PACIFICA,PHEV,Eligible,33,AVISTA CORP
Snohomish,Marysville,2018,CHRYSLER,PACIFICA,PHEV,Eligible,33,PSE INC
Skagit,Sedro-Woolley,2018,CHRYSLER,PACIFICA,PHEV,Eligible,33,PSE INC
Kitsap,Kingston,2018,CHRYSLER,PACIFICA,PHEV,Eligible,33,PSE INC
Snohomish,Sultan,2018,CHRYSLER,PACIFICA,PHEV,Eligible,33,PSE INC
Asotin,Clarkston,2018,CHRYSLER,PACIFICA,PHEV,Eligible,33,AVISTA CORP
Stevens,Deer Park,2018,CHRYSLER,PACIFICA,PHEV,Eligible,33,AVISTA CORP
Spokane,Nine Mile Falls,2018,CHRYSLER,PACIFICA,PHEV,Eligible,33,AVISTA CORP
Island,Clinton,2018,CHRYSLER,PACIFICA,PHEV,Eligible,33,PSE INC
Snohomish,Snohomish,2018,FIAT,500,BEV,Eligible,84,PSE INC
Snohomish,Monroe,2018,FIAT,500,BEV,Eligible,84,PSE INC
Snohomish,Mukilteo,2018,FIAT,500,BEV,Eligible,84,PSE INC
Kitsap,Bainbridge Island,2018,FIAT,500,BEV,Eligible,84,PSE INC
Thurston,Olympia,2018,FIAT,500,BEV,Eligible,84,PSE INC
Snohomish,Snohomish,2018,FORD,FOCUS,BEV,Eligible,100,PSE INC
Whitman,Pullman,2018,FORD,FOCUS,BEV,Eligible,100,AVISTA CORP
Snohomish,Everett,2018,FORD,FOCUS,BEV,Eligible,100,PSE INC
Kitsap,Port Orchard,2018,FORD,FUSION,PHEV,Not eligible,21,PSE INC
Kitsap,Poulsbo,2018,FORD,FUSION,PHEV,Not eligible,21,PSE INC
Snohomish,Marysville,2018,FORD,FUSION,PHEV,Not eligible,21,PSE INC
Thurston,Lacey,2018,FORD,FUSION,PHEV,Not eligible,21,PSE INC
Skagit,Anacortes,2018,FORD,FUSION,PHEV,Not eligible,21,PSE INC
Snohomish,Snohomish,2018,FORD,FUSION,PHEV,Not eligible,21,PSE INC
Skagit,Burlington,2018,FORD,FUSION,PHEV,Not eligible,21,PSE INC
Snohomish,Everett,2018,FORD,FUSION,PHEV,Not eligible,21,PSE INC
Thurston,Yelm,2018,FORD,FUSION,PHEV,Not eligible,21,PSE INC
Thurston,Olympia,2018,FORD,FUSION,PHEV,Not eligible,21,PSE INC
Snohomish,Lake Stevens,2018,FORD,FUSION,PHEV,Not eligible,21,PSE INC
Snohomish,Bothell,2018,FORD,FUSION,PHEV,Not eligible,21,PSE INC
Spokane,Spokane,2018,FORD,FUSION,PHEV,Not eligible,21,AVISTA CORP
Snohomish,Stanwood,2018,FORD,FUSION,PHEV,Not eligible,21,PSE INC
Snohomish,Edmonds,2018,FORD,FUSION,PHEV,Not eligible,21,PSE INC
Walla Walla,College Place,2018,FORD,FUSION,PHEV,Not eligible,21,PACIFICORP
Kitsap,Bremerton,2018,FORD,FUSION,PHEV,Not eligible,21,PSE INC
Island,Coupeville,2018,FORD,FUSION,PHEV,Not eligible,21,PSE INC
Skagit,Mount Vernon,2018,FORD,FUSION,PHEV,Not eligible,21,PSE INC
Snohomish,Mukilteo,2018,FORD,FUSION,PHEV,Not eligible,21,PSE INC
Thurston,Olympia,2018,HONDA,CLARITY,PHEV,Eligible,47,PSE INC
Snohomish,Marysville,2018,HONDA,CLARITY,PHEV,Eligible,47,PSE INC
Snohomish,Bothell,2018,HONDA,CLARITY,PHEV,Eligible,47,PSE INC
Island,Oak Harbor,2018,HONDA,CLARITY,PHEV,Eligible,47,PSE INC
Kitsap,Bainbridge Island,2018,HONDA,CLARITY,PHEV,Eligible,47,PSE INC
Kitsap,Bremerton,2018,HONDA,CLARITY,PHEV,Eligible,47,PSE INC
Kitsap,Poulsbo,2018,HONDA,CLARITY,PHEV,Eligible,47,PSE INC
Kitsap,Port Orchard,2018,HONDA,CLARITY,PHEV,Eligible,47,PSE INC
Thurston,Lacey,2018,HONDA,CLARITY,PHEV,Eligible,47,PSE INC
Thurston,Tumwater,2018,HONDA,CLARITY,PHEV,Eligible,47,PSE INC
Snohomish,Lake Stevens,2018,HONDA,CLARITY,PHEV,Eligible,47,PSE INC
Thurston,Rochester,2018,HONDA,CLARITY,PHEV,Eligible,47,PSE INC
Skagit,Mount Vernon,2018,HONDA,CLARITY,PHEV,Eligible,47,PSE INC
Spokane,Spokane,2018,HONDA,CLARITY,PHEV,Eligible,47,AVISTA CORP
Snohomish,Edmonds,2018,HONDA,CLARITY,PHEV,Eligible,47,PSE INC
Yakima,Yakima,2018,HONDA,CLARITY,PHEV,Eligible,47,PACIFICORP
Skagit,Anacortes,2018,HONDA,CLARITY,PHEV,Eligible,47,PSE INC
Spokane,Liberty Lake,2018,HONDA,CLARITY,PHEV,Eligible,47,AVISTA CORP
Snohomish,Lynnwood,2018,HONDA,CLARITY,PHEV,Eligible,47,PSE INC
Snohomish,Snohomish,2018,HONDA,CLARITY,PHEV,Eligible,47,PSE INC
Skagit,Burlington,2018,HONDA,CLARITY,PHEV,Eligible,47,PSE INC
Spokane,Nine Mile Falls,2018,HONDA,CLARITY,PHEV,Eligible,47,AVISTA CORP
Spokane,Greenacres,2018,HONDA,CLARITY,PHEV,Eligible,47,AVISTA CORP
Spokane,Spokane Valley,2018,HONDA,CLARITY,PHEV,Eligible,47,AVISTA CORP
Stevens,Valley,2018,HONDA,CLARITY,PHEV,Eligible,47,AVISTA CORP
Spokane,Veradale,2018,HONDA,CLARITY,PHEV,Eligible,47,AVISTA CORP
Island,Langley,2018,HONDA,CLARITY,PHEV,Eligible,47,PSE INC
Snohomish,Everett,2018,HONDA,CLARITY,PHEV,Eligible,47,PSE INC
Lincoln,Davenport,2018,HONDA,CLARITY,PHEV,Eligible,47,AVISTA CORP
Skagit,Bow,2018,HONDA,CLARITY,PHEV,Eligible,47,PSE INC
Walla Walla,Walla Walla,2018,HONDA,CLARITY,PHEV,Eligible,47,PACIFICORP
Snohomish,Mill Creek,2018,HONDA,CLARITY,PHEV,Eligible,47,PSE INC
Whitman,Pullman,2018,HONDA,CLARITY,PHEV,Eligible,47,AVISTA CORP
Snohomish,Mukilteo,2018,HONDA,CLARITY,PHEV,Eligible,47,PSE INC
Kittitas,Ellensburg,2018,HONDA,CLARITY,PHEV,Eligible,47,PSE INC
Whitman,Palouse,2018,HONDA,CLARITY,PHEV,Eligible,47,AVISTA CORP
Island,Clinton,2018,HYUNDAI,IONIQ,PHEV,Not eligible,29,PSE INC
Snohomish,Arlington,2018,HYUNDAI,IONIQ,BEV,Eligible,124,PSE INC
Snohomish,Mountlake Terrace,2018,HYUNDAI,IONIQ,PHEV,Not eligible,29,PSE INC
Thurston,Lacey,2018,HYUNDAI,IONIQ,PHEV,Not eligible,29,PSE INC
Snohomish,Monroe,2018,HYUNDAI,IONIQ,PHEV,Not eligible,29,PSE INC
Thurston,Olympia,2018,HYUNDAI,IONIQ,PHEV,Not eligible,29,PSE INC
Kitsap,Bainbridge Island,2018,KIA,NIRO,PHEV,Not eligible,26,PSE INC
Island,Oak Harbor,2018,KIA,NIRO,PHEV,Not eligible,26,PSE INC
Thurston,Olympia,2018,KIA,NIRO,PHEV,Not eligible,26,PSE INC
Snohomish,Snohomish,2018,KIA,NIRO,PHEV,Not eligible,26,PSE INC
Kitsap,Hansville,2018,KIA,NIRO,PHEV,Not eligible,26,PSE INC
Snohomish,Everett,2018,KIA,NIRO,PHEV,Not eligible,26,PSE INC
Kitsap,Bremerton,2018,KIA,NIRO,PHEV,Not eligible,26,PSE INC
Thurston,Yelm,2018,KIA,NIRO,PHEV,Not eligible,26,PSE INC
Snohomish,Edmonds,2018,KIA,NIRO,PHEV,Not eligible,26,PSE INC
Snohomish,Mill Creek,2018,KIA,NIRO,PHEV,Not eligible,26,PSE INC
Snohomish,Monroe,2018,KIA,NIRO,PHEV,Not eligible,26,PSE INC
Snohomish,Woodway,2018,KIA,NIRO,PHEV,Not eligible,26,PSE INC
Snohomish,Bothell,2018,KIA,NIRO,PHEV,Not eligible,26,PSE INC
Skagit,Mount Vernon,2018,KIA,NIRO,PHEV,Not eligible,26,PSE INC
Thurston,Lacey,2018,KIA,NIRO,PHEV,Not eligible,26,PSE INC
Skagit,Burlington,2018,KIA,NIRO,PHEV,Not eligible,26,PSE INC
Spokane,Spokane,2018,KIA,NIRO,PHEV,Not eligible,26,AVISTA CORP
Walla Walla,Walla Walla,2018,KIA,NIRO,PHEV,Not eligible,26,PACIFICORP
Snohomish,Bothell,2018,KIA,OPTIMA,PHEV,Not eligible,29,PSE INC
Snohomish,Mill Creek,2018,KIA,OPTIMA,PHEV,Not eligible,29,PSE INC
Snohomish,Everett,2018,KIA,OPTIMA,PHEV,Not eligible,29,PSE INC
Snohomish,Snohomish,2018,KIA,OPTIMA,PHEV,Not eligible,29,PSE INC
Thurston,Olympia,2018,KIA,SOUL EV,BEV,Eligible,111,PSE INC
Thurston,Lacey,2018,KIA,SOUL EV,BEV,Eligible,111,PSE INC
Snohomish,Lynnwood,2018,KIA,SOUL EV,BEV,Eligible,111,PSE INC
Snohomish,Bothell,2018,KIA,SOUL EV,BEV,Eligible,111,PSE INC
Snohomish,Woodinville,2018,KIA,SOUL EV,BEV,Eligible,111,PSE INC
Snohomish,Edmonds,2018,KIA,SOUL EV,BEV,Eligible,111,PSE INC
Spokane,Liberty Lake,2018,KIA,SOUL EV,BEV,Eligible,111,AVISTA CORP
Snohomish,Lake Stevens,2018,KIA,SOUL EV,BEV,Eligible,111,PSE INC
Snohomish,Everett,2018,KIA,SOUL EV,BEV,Eligible,111,PSE INC
Snohomish,Marysville,2018,KIA,SOUL EV,BEV,Eligible,111,PSE INC
Kitsap,Bainbridge Island,2018,MERCEDES-BENZ,C-CLASS,PHEV,Not eligible,8,PSE INC
Snohomish,Bothell,2018,MERCEDES-BENZ,C-CLASS,PHEV,Not eligible,8,PSE INC
Thurston,Olympia,2018,MERCEDES-BENZ,C-CLASS,PHEV,Not eligible,8,PSE INC
Snohomish,Mukilteo,2018,MERCEDES-BENZ,C-CLASS,PHEV,Not eligible,8,PSE INC
Snohomish,Everett,2018,MERCEDES-BENZ,GLC-CLASS,PHEV,Not eligible,9,PSE INC
Yakima,Yakima,2018,MERCEDES-BENZ,GLC-CLASS,PHEV,Not eligible,9,PACIFICORP
Skagit,Bow,2018,MERCEDES-BENZ,GLC-CLASS,PHEV,Not eligible,9,PSE INC
Kitsap,Bainbridge Island,2018,MERCEDES-BENZ,GLE-CLASS,PHEV,Not eligible,8,PSE INC
Snohomish,Mukilteo,2018,MERCEDES-BENZ,GLE-CLASS,PHEV,Not eligible,8,PSE INC
Snohomish,Woodway,2018,MERCEDES-BENZ,GLE-CLASS,PHEV,Not eligible,8,PSE INC
Kitsap,Silverdale,2018,MERCEDES-BENZ,GLE-CLASS,PHEV,Not eligible,8,PSE INC
Thurston,Olympia,2018,MERCEDES-BENZ,GLE-CLASS,PHEV,Not eligible,8,PSE INC
Thurston,Olympia,2018,MINI,COUNTRYMAN,PHEV,Not eligible,12,PSE INC
Kitsap,Bainbridge Island,2018,MINI,COUNTRYMAN,PHEV,Not eligible,12,PSE INC
Thurston,Yelm,2018,MINI,COUNTRYMAN,PHEV,Not eligible,12,PSE INC
Island,Oak Harbor,2018,MINI,COUNTRYMAN,PHEV,Not eligible,12,PSE INC
Kitsap,Poulsbo,2018,MINI,COUNTRYMAN,PHEV,Not eligible,12,PSE INC
Snohomish,Snohomish,2018,MINI,COUNTRYMAN,PHEV,Not eligible,12,PSE INC
Snohomish,Mill Creek,2018,MINI,COUNTRYMAN,PHEV,Not eligible,12,PSE INC
Skagit,Anacortes,2018,MINI,COUNTRYMAN,PHEV,Not eligible,12,PSE INC
Snohomish,Bothell,2018,MINI,COUNTRYMAN,PHEV,Not eligible,12,PSE INC
Snohomish,Monroe,2018,MINI,COUNTRYMAN,PHEV,Not eligible,12,PSE INC
Kitsap,Bremerton,2018,MINI,COUNTRYMAN,PHEV,Not eligible,12,PSE INC
Snohomish,Edmonds,2018,MINI,COUNTRYMAN,PHEV,Not eligible,12,PSE INC
Snohomish,Lake Stevens,2018,MITSUBISHI,OUTLANDER,PHEV,Not eligible,22,PSE INC
Thurston,Olympia,2018,MITSUBISHI,OUTLANDER,PHEV,Not eligible,22,PSE INC
Kitsap,Poulsbo,2018,MITSUBISHI,OUTLANDER,PHEV,Not eligible,22,PSE INC
Thurston,Yelm,2018,MITSUBISHI,OUTLANDER,PHEV,Not eligible,22,PSE INC
Kitsap,Bainbridge Island,2018,MITSUBISHI,OUTLANDER,PHEV,Not eligible,22,PSE INC
Thurston,Lacey,2018,MITSUBISHI,OUTLANDER,PHEV,Not eligible,22,PSE INC
Kitsap,Kingston,2018,MITSUBISHI,OUTLANDER,PHEV,Not eligible,22,PSE INC
Spokane,Cheney,2018,MITSUBISHI,OUTLANDER,PHEV,Not eligible,22,AVISTA CORP
Island,Freeland,2018,MITSUBISHI,OUTLANDER,PHEV,Not eligible,22,PSE INC
